ttr_score,hapax_ratio,zipf_alpha,lora_r,learning_rate,dropout,val_loss
0.113,0.28,1.487,64,9.4e-05,0.173,4.0
0.562,0.669,1.025,8,3.9e-05,0.175,1.603
0.526,0.405,1.845,4,4.8e-05,0.183,0.9044
0.362,0.437,1.001,4,1.6e-05,0.125,4.0
0.214,0.67,1.478,16,0.000282,0.115,1.271
0.161,0.492,1.02,8,0.000835,0.165,1.9507
0.282,0.675,1.353,64,3e-05,0.05,4.0
0.228,0.164,1.637,64,0.000903,0.177,1.7167
0.353,0.608,1.371,32,8.1e-05,0.149,0.9733
0.583,0.301,1.927,8,1.9e-05,0.044,1.6659
0.387,0.586,1.641,4,0.00035,0.234,1.7846
0.545,0.613,1.646,16,0.000457,0.023,2.0169
0.425,0.263,1.374,32,4.7e-05,0.072,1.22
0.338,0.345,1.039,16,0.000859,0.051,1.8258
0.527,0.536,1.738,4,0.000118,0.137,1.7642
0.336,0.159,1.716,4,1.2e-05,0.212,4.0
0.534,0.553,1.53,16,4.9e-05,0.073,1.3805
0.246,0.166,1.416,32,0.00034,0.045,1.1598
0.164,0.649,1.538,4,2.5e-05,0.17,4.0
0.528,0.266,1.747,64,1.8e-05,0.2,3.1661
0.394,0.445,1.713,64,0.000169,0.285,1.6002
0.545,0.17,1.658,64,4e-05,0.182,1.2677
0.569,0.262,1.904,32,0.000169,0.17,1.8296
0.127,0.342,1.61,32,4.3e-05,0.142,4.0
0.35,0.392,1.015,8,0.000349,0.084,2.2426
0.287,0.1,1.618,8,7e-05,0.285,2.4448
0.413,0.633,1.613,64,0.000938,0.213,1.4542
0.497,0.105,1.07,16,5.6e-05,0.142,1.3093
0.24,0.564,1.428,16,2e-05,0.16,4.0
0.378,0.382,1.651,64,0.000186,0.287,1.6597
0.454,0.414,1.705,8,0.000287,0.146,1.7705
0.167,0.225,1.893,32,4.9e-05,0.298,4.0
0.507,0.464,1.841,16,0.00031,0.171,1.384
0.403,0.422,1.117,32,4.8e-05,0.275,1.7542
0.575,0.199,1.609,64,1.6e-05,0.217,2.8566
0.27,0.243,1.596,32,1.5e-05,0.033,4.0
0.154,0.14,1.304,16,9e-05,0.185,3.7143
0.353,0.14,1.184,8,0.000927,0.286,2.1497
0.143,0.108,1.2,16,0.000116,0.1,2.4687
0.585,0.232,1.178,4,0.000116,0.107,2.0336
0.119,0.508,1.806,32,0.000532,0.035,1.3036
0.477,0.29,1.148,32,0.000785,0.153,1.539
0.363,0.306,1.264,32,2.2e-05,0.09,4.0
0.284,0.179,1.218,64,1.8e-05,0.231,4.0
0.133,0.445,1.713,64,0.000232,0.062,1.0984
0.411,0.305,1.158,16,0.000167,0.221,1.7498
0.393,0.506,1.024,8,4.9e-05,0.123,2.0864
0.24,0.545,1.374,4,0.000618,0.282,1.7727
0.555,0.451,1.305,8,0.000122,0.172,1.9161
0.252,0.266,1.398,8,2.2e-05,0.266,4.0
0.325,0.405,1.754,4,6e-05,0.077,1.7951
0.372,0.251,1.012,64,0.00057,0.284,1.9079
0.15,0.642,1.038,32,1.1e-05,0.065,4.0
0.566,0.56,1.256,64,0.000474,0.284,1.4934
0.287,0.396,1.889,32,0.0008,0.263,1.619
0.14,0.679,1.169,32,5.4e-05,0.061,4.0
0.294,0.428,1.997,64,3.7e-05,0.197,4.0
0.4,0.297,1.806,8,2.1e-05,0.111,4.0
0.357,0.157,1.456,32,1.2e-05,0.12,4.0
0.447,0.426,1.748,64,0.000225,0.012,2.1025
0.128,0.616,1.519,8,2.2e-05,0.249,4.0
0.242,0.62,1.566,4,0.000616,0.078,2.0969
0.51,0.463,1.581,32,8.2e-05,0.231,1.0931
0.14,0.336,1.649,8,0.000883,0.177,1.4687
0.528,0.49,1.061,32,0.000911,0.291,2.0414
0.146,0.557,1.616,8,0.000399,0.06,1.3806
0.517,0.347,1.717,4,7.6e-05,0.096,1.4062
0.28,0.386,1.311,32,8.4e-05,0.05,1.5981
0.406,0.508,1.979,64,0.000796,0.25,1.9251
0.176,0.626,1.144,8,0.000285,0.099,1.3843
0.133,0.575,1.91,4,6.3e-05,0.059,4.0
0.208,0.113,1.676,32,0.000531,0.178,1.2848
0.164,0.175,1.664,4,3.5e-05,0.113,4.0
0.256,0.612,1.876,4,0.000748,0.244,1.4048
0.357,0.6,1.832,32,3.1e-05,0.229,4.0
0.394,0.333,1.345,32,0.000292,0.036,1.7962
0.495,0.451,1.705,8,0.000197,0.257,1.8962
0.428,0.644,1.051,64,0.000149,0.295,1.3857
0.404,0.647,1.464,4,8.6e-05,0.225,1.1874
0.306,0.57,1.938,32,0.00013,0.247,0.8274
0.337,0.226,1.274,4,0.000243,0.275,1.9444
0.307,0.538,1.05,8,0.000185,0.236,1.5184
0.521,0.161,1.583,8,3.6e-05,0.175,1.319
0.215,0.636,1.355,8,3.5e-05,0.02,4.0
0.103,0.189,1.38,64,0.000199,0.145,1.2807
0.426,0.497,1.582,16,2e-05,0.235,4.0
0.201,0.466,1.622,16,0.000891,0.077,1.6466
0.545,0.566,1.437,16,0.000494,0.196,1.5603
0.53,0.431,1.508,64,8.1e-05,0.095,1.7192
0.138,0.136,1.993,64,0.000112,0.259,3.5625
0.153,0.524,1.957,4,5.1e-05,0.109,4.0
0.348,0.33,1.707,4,2e-05,0.014,4.0
0.405,0.292,1.161,8,0.000152,0.175,1.5512
0.237,0.695,1.36,64,0.00095,0.014,2.6271
0.458,0.454,1.883,16,2.1e-05,0.065,3.9297
0.397,0.526,1.424,16,0.000118,0.15,1.3367
0.262,0.416,1.955,4,0.000832,0.238,1.3356
0.113,0.562,1.488,8,0.000922,0.096,1.8107
0.475,0.551,1.862,8,9.4e-05,0.087,1.2997
0.207,0.494,1.035,32,1.4e-05,0.034,4.0
0.517,0.699,1.434,64,3.2e-05,0.176,1.5865
0.31,0.376,1.7,16,0.000256,0.16,1.0976
0.389,0.524,1.864,16,1.4e-05,0.003,4.0
0.536,0.579,1.61,4,0.000189,0.211,1.9204
0.532,0.326,1.173,4,8e-05,0.138,1.6334
0.286,0.374,1.886,64,2.3e-05,0.087,4.0
0.204,0.682,1.575,4,1.6e-05,0.213,4.0
0.488,0.119,1.108,4,0.000232,0.244,2.6074
0.317,0.301,1.464,16,2.2e-05,0.179,4.0
0.196,0.392,1.699,64,0.000111,0.028,1.8882
0.552,0.101,1.451,16,9.7e-05,0.272,2.3033
0.199,0.639,1.871,16,0.000222,0.005,1.3464
0.113,0.272,1.424,4,7.3e-05,0.063,4.0
0.11,0.255,1.583,16,0.000677,0.079,1.1595
0.411,0.592,1.211,64,0.000507,0.111,1.821
0.431,0.267,1.513,4,0.000432,0.107,1.9097
0.256,0.495,1.223,64,3.6e-05,0.27,4.0
0.26,0.593,1.225,8,0.000933,0.239,1.687
0.27,0.575,1.28,64,0.000112,0.06,1.4666
0.44,0.569,1.044,64,0.000898,0.286,1.3115
0.129,0.153,1.163,32,0.000481,0.109,1.1392
0.565,0.148,1.424,64,0.000537,0.066,1.6075
0.211,0.284,1.131,16,0.000258,0.284,1.459
0.6,0.122,1.133,16,2.2e-05,0.172,1.7126
0.186,0.4,1.968,4,0.000824,0.177,1.2062
0.486,0.337,1.427,8,6.3e-05,0.197,1.294
0.212,0.434,1.404,4,0.000771,0.188,1.7301
0.14,0.279,1.268,64,0.000569,0.189,1.2923
0.537,0.391,1.512,64,0.000441,0.001,2.0736
0.529,0.301,1.596,16,1e-05,0.206,4.0
0.302,0.217,1.418,64,0.000142,0.223,1.2283
0.451,0.49,1.394,64,3.1e-05,0.008,2.7672
0.379,0.504,1.7,16,0.000577,0.187,1.3583
0.526,0.598,1.95,8,0.000253,0.079,1.7917
0.258,0.625,1.878,64,0.000198,0.188,1.0865
0.362,0.523,1.119,32,0.000644,0.079,1.9912
0.343,0.512,1.652,8,3.9e-05,0.029,3.8562
0.277,0.134,1.007,8,1.6e-05,0.053,4.0
0.546,0.166,1.633,16,4.1e-05,0.275,1.4414
0.183,0.588,1.464,4,2.3e-05,0.132,4.0
0.175,0.24,1.491,64,3.2e-05,0.275,4.0
0.388,0.313,1.588,64,0.000136,0.145,1.3831
0.429,0.187,1.743,4,8.1e-05,0.27,1.3711
0.197,0.217,1.729,64,0.000916,0.17,1.6357
0.295,0.565,1.044,32,6.9e-05,0.105,2.1026
0.573,0.257,1.736,4,2e-05,0.067,1.8085
0.223,0.369,1.83,16,0.000562,0.111,1.2106
0.434,0.191,1.068,4,3.6e-05,0.053,2.5341
0.47,0.507,1.323,8,1.6e-05,0.294,4.0
0.324,0.537,1.792,16,0.000208,0.105,1.0898
0.569,0.317,1.493,8,3.3e-05,0.167,1.3042
0.468,0.571,1.695,16,1.1e-05,0.299,4.0
0.329,0.244,1.502,4,0.000212,0.156,1.5061
0.385,0.515,1.978,8,1.4e-05,0.093,4.0
0.446,0.538,1.936,16,1e-05,0.184,4.0
0.396,0.681,1.281,64,0.000231,0.245,1.6677
0.539,0.239,1.386,8,8.1e-05,0.185,1.6923
0.278,0.156,1.431,32,0.000406,0.066,1.3168
0.25,0.258,1.104,16,2.1e-05,0.058,4.0
0.207,0.174,1.404,64,0.000105,0.215,1.9296
0.119,0.202,1.775,64,1.7e-05,0.255,4.0
0.122,0.3,1.847,4,6.6e-05,0.21,4.0
0.535,0.348,1.886,4,5.2e-05,0.028,1.1887
0.439,0.642,1.015,8,0.000189,0.097,2.4664
0.43,0.217,1.789,8,0.000177,0.206,1.5092
0.407,0.683,1.503,32,3.3e-05,0.213,2.419
0.525,0.586,1.206,64,1.3e-05,0.139,4.0
0.34,0.629,1.499,16,1.6e-05,0.089,4.0
0.535,0.658,1.844,32,0.00067,0.028,2.0727
0.28,0.552,1.434,32,0.000284,0.016,1.6862
0.563,0.573,1.99,32,0.000767,0.034,2.1144
0.449,0.363,1.617,16,0.000172,0.101,1.6273
0.229,0.406,1.49,32,0.000574,0.183,1.2843
0.382,0.659,1.295,4,0.000351,0.254,1.8038
0.367,0.327,1.011,4,3.1e-05,0.075,4.0
0.169,0.125,1.611,4,0.000316,0.023,1.0873
0.396,0.558,1.577,32,0.000165,0.29,1.2005
0.257,0.444,1.517,32,2.2e-05,0.185,4.0
0.126,0.589,1.538,64,1.5e-05,0.043,4.0
0.574,0.145,1.844,8,5.4e-05,0.075,1.1222
0.421,0.473,1.317,64,0.000148,0.126,1.523
0.538,0.249,1.55,4,0.00013,0.29,2.3779
0.438,0.642,1.68,8,9.2e-05,0.035,1.6714
0.278,0.166,1.21,64,9.1e-05,0.128,1.2582
0.356,0.606,1.925,16,1.1e-05,0.131,4.0
0.438,0.153,1.737,16,1.1e-05,0.298,4.0
0.58,0.115,1.053,16,6.5e-05,0.058,1.5447
0.227,0.241,1.865,4,0.000107,0.141,1.1554
0.537,0.3,1.93,8,0.000224,0.296,1.8952
0.562,0.476,1.794,4,0.000214,0.197,1.7213
0.435,0.179,1.426,16,0.000934,0.05,1.5496
0.566,0.362,1.994,32,6.1e-05,0.281,1.55
0.299,0.223,1.124,4,1.8e-05,0.163,4.0
0.577,0.613,1.537,8,4e-05,0.244,1.2539
0.451,0.127,1.17,4,0.000341,0.242,2.3257
0.121,0.314,1.439,8,3.1e-05,0.166,4.0
0.553,0.479,1.927,32,0.000431,0.245,1.47
0.342,0.648,1.794,64,0.000409,0.265,1.7056
0.33,0.621,1.782,8,8.7e-05,0.244,0.8707
0.383,0.637,1.354,8,0.000288,0.189,1.9252
0.175,0.138,1.934,16,0.0004,0.176,0.8654
0.335,0.605,1.368,16,0.000284,0.139,1.8035
0.516,0.568,1.04,32,4.2e-05,0.024,1.9223
0.108,0.641,1.638,4,2.2e-05,0.143,4.0
0.236,0.287,1.363,64,1.7e-05,0.189,4.0
0.101,0.647,1.154,64,0.000845,0.136,1.4814
0.308,0.342,1.935,32,1.5e-05,0.126,4.0
0.464,0.48,1.637,64,7.6e-05,0.071,1.4452
0.499,0.355,1.941,4,1.6e-05,0.11,4.0
0.573,0.357,1.583,16,0.000389,0.061,1.6097
0.404,0.428,1.064,32,0.000128,0.023,1.8289
0.227,0.314,1.03,64,2.2e-05,0.217,4.0
0.562,0.576,1.901,32,0.000831,0.21,1.6584
0.488,0.48,1.039,32,0.000497,0.155,1.7852
0.387,0.514,1.615,8,1.8e-05,0.024,4.0
0.448,0.239,1.298,8,0.000423,0.185,1.9526
0.562,0.682,1.688,32,0.000488,0.084,1.6622
0.456,0.496,1.285,8,0.00035,0.285,2.0036
0.284,0.218,1.037,64,5e-05,0.014,3.4718
0.457,0.55,1.731,32,3.3e-05,0.001,2.2822
0.12,0.204,1.311,8,0.000112,0.25,3.419
0.293,0.138,1.551,64,8.9e-05,0.07,1.3051
0.303,0.417,1.774,16,0.000147,0.201,0.6549
0.183,0.432,1.703,16,6.9e-05,0.105,4.0
0.112,0.213,1.349,32,2.6e-05,0.247,4.0
0.167,0.309,1.748,4,0.000138,0.256,1.4422
0.427,0.667,1.926,64,0.000119,0.283,1.4932
0.501,0.271,1.61,32,0.000656,0.116,1.1226
0.594,0.193,1.704,8,0.000186,0.002,1.9389
0.273,0.696,1.866,16,0.000346,0.043,1.8174
0.4,0.281,1.844,8,7.2e-05,0.092,0.7076
0.569,0.508,1.352,64,0.000441,0.242,1.6179
0.184,0.239,1.992,32,4.2e-05,0.273,4.0
0.459,0.43,1.029,16,0.000903,0.063,1.7414
0.477,0.332,1.987,64,0.000428,0.117,2.2083
0.144,0.677,1.246,16,1e-05,0.17,4.0
0.531,0.36,1.44,16,0.000432,0.083,1.6827
0.507,0.451,1.884,32,0.000119,0.103,1.6681
0.117,0.667,1.244,32,0.000145,0.236,1.8666
0.146,0.694,1.225,4,0.000992,0.051,2.3254
0.125,0.161,1.643,4,0.000272,0.162,0.9045
0.267,0.601,1.705,4,1.8e-05,0.174,4.0
0.355,0.329,1.007,4,0.000322,0.043,2.956
0.366,0.457,1.45,8,2.5e-05,0.211,4.0
0.234,0.325,1.489,4,0.000741,0.06,1.901
0.556,0.341,1.272,8,3.4e-05,0.209,1.3295
0.284,0.195,1.546,16,8.4e-05,0.12,1.2922
0.123,0.444,1.155,8,0.000422,0.184,1.0722
0.25,0.428,1.324,16,0.000848,0.175,1.8001
0.366,0.214,1.713,4,2.1e-05,0.295,4.0
0.304,0.425,1.874,8,1.4e-05,0.019,4.0
0.237,0.684,1.589,16,0.00038,0.083,1.7011
0.166,0.529,1.075,4,0.000531,0.177,1.888
0.51,0.389,1.679,16,0.00016,0.227,1.6417
0.598,0.65,1.898,32,2.2e-05,0.268,1.321
0.265,0.445,1.504,16,2.1e-05,0.03,4.0
0.291,0.181,1.494,4,8.3e-05,0.084,1.4308
0.409,0.429,1.991,64,2.4e-05,0.034,4.0
0.459,0.209,1.636,32,4.9e-05,0.022,0.9564
0.296,0.561,1.806,8,0.000388,0.006,2.0715
0.552,0.68,1.646,32,1.6e-05,0.241,2.7483
0.38,0.316,1.221,4,4e-05,0.047,2.6879
0.325,0.361,1.284,16,6.2e-05,0.116,1.84
0.423,0.353,1.666,64,2.9e-05,0.004,3.4606
0.576,0.271,1.456,4,0.000261,0.249,2.0959
0.497,0.577,1.404,16,8.7e-05,0.032,2.0151
0.12,0.471,1.022,4,0.000782,0.133,2.4577
0.266,0.138,1.884,64,4.8e-05,0.108,4.0
0.335,0.603,1.884,16,0.00071,0.076,1.6205
0.257,0.212,1.461,64,0.000137,0.138,1.0488
0.45,0.687,1.701,16,0.00012,0.012,2.0473
0.513,0.326,1.178,32,2.9e-05,0.109,1.6285
0.466,0.47,1.504,4,0.000786,0.161,1.5509
0.595,0.147,1.439,8,4.3e-05,0.182,1.5691
0.236,0.307,1.657,8,0.000124,0.164,1.0557
0.537,0.581,1.47,4,0.000757,0.136,1.8013
0.483,0.386,1.498,8,0.000503,0.175,1.6954
0.281,0.643,1.296,64,4.1e-05,0.027,4.0
0.467,0.445,1.048,8,0.000408,0.093,2.1316
0.152,0.657,1.917,4,0.00023,0.29,0.5847
0.495,0.69,1.012,32,1.2e-05,0.287,4.0
0.366,0.372,1.281,4,9.7e-05,0.189,1.0826
0.246,0.439,1.448,4,7e-05,0.15,2.7363
0.428,0.601,1.319,16,0.000208,0.069,2.1996
0.421,0.233,1.552,8,0.000254,0.108,1.8674
0.205,0.617,1.462,8,0.000257,0.194,1.0936
0.115,0.455,1.255,16,8.3e-05,0.244,4.0
0.317,0.535,1.088,64,0.000785,0.248,1.5249
0.385,0.148,1.138,64,1.4e-05,0.042,4.0
0.538,0.56,1.486,16,0.000198,0.152,1.9759
0.564,0.286,1.846,8,7.6e-05,0.214,1.3673
0.364,0.583,1.101,64,2.9e-05,0.209,4.0
0.477,0.405,1.677,64,1.9e-05,0.292,4.0
0.32,0.265,1.792,32,8.4e-05,0.038,1.0276
0.473,0.672,1.277,64,4.1e-05,0.139,1.4699
0.202,0.559,1.668,8,2.7e-05,0.023,4.0
0.286,0.691,1.687,32,1.2e-05,0.171,4.0
0.417,0.319,1.708,32,4.2e-05,0.205,1.424
0.109,0.49,1.891,8,0.000731,0.022,1.4564
0.461,0.467,1.399,16,0.000119,0.16,1.5436
0.518,0.513,1.244,4,3e-05,0.292,1.6864
0.3,0.123,1.544,64,0.000894,0.011,1.7621
0.324,0.275,1.063,16,0.000201,0.053,1.5041
0.526,0.646,1.334,4,0.000103,0.164,1.8336
0.488,0.354,1.883,8,0.000736,0.214,1.2051
0.244,0.676,1.532,64,0.000365,0.247,1.4565
0.262,0.228,1.437,16,0.000116,0.089,1.0523
0.439,0.698,1.266,4,1e-05,0.101,4.0
0.382,0.519,1.25,8,6.7e-05,0.237,1.2498
0.181,0.566,1.237,32,0.000398,0.126,1.3304
0.255,0.338,1.829,32,3.7e-05,0.263,4.0
0.55,0.644,1.985,32,1.3e-05,0.276,4.0
0.444,0.427,1.535,8,0.000165,0.255,1.7821
0.593,0.509,1.08,4,0.00063,0.025,2.6538
0.484,0.157,1.751,8,0.00095,0.162,1.3798
0.571,0.479,1.877,32,1.7e-05,0.284,2.4093
0.208,0.627,1.931,8,0.00084,0.289,1.352
0.486,0.207,1.629,64,5.9e-05,0.158,1.1869
0.11,0.543,1.507,4,0.00031,0.13,0.9551
0.435,0.115,1.621,64,2.6e-05,0.057,3.4077
0.335,0.656,1.013,32,0.000221,0.299,1.6527
0.273,0.69,1.655,4,0.00022,0.186,1.1656
0.531,0.313,1.71,64,3.7e-05,0.024,1.4354
0.527,0.164,1.722,8,7.8e-05,0.263,1.6649
0.111,0.495,1.563,16,6.7e-05,0.197,4.0
0.405,0.118,1.7,8,0.000204,0.1,1.4598
0.284,0.389,1.639,32,0.0009,0.056,1.4835
0.308,0.263,1.116,16,0.000138,0.2,1.1736
0.516,0.384,1.898,4,0.000123,0.003,1.7944
0.255,0.111,1.623,16,4.7e-05,0.259,4.0
0.572,0.131,1.728,4,0.000227,0.189,1.9189
0.19,0.11,1.343,64,0.000492,0.064,1.4661
0.431,0.471,1.919,64,1.6e-05,0.209,4.0
0.436,0.436,1.503,64,3e-05,0.079,2.8312
0.226,0.24,1.679,64,0.000153,0.265,1.2834
0.262,0.488,1.952,64,1.5e-05,0.199,4.0
0.517,0.631,1.916,16,5e-05,0.266,0.7138
0.481,0.266,1.645,4,9.1e-05,0.219,1.5477
0.265,0.599,1.166,64,0.000409,0.118,1.6065
0.367,0.498,1.951,64,0.000113,0.245,1.4175
0.131,0.12,1.984,4,5.8e-05,0.245,4.0
0.204,0.325,1.103,16,2e-05,0.291,4.0
0.343,0.405,1.45,64,2.5e-05,0.186,4.0
0.143,0.539,1.548,16,0.000109,0.206,2.5589
0.522,0.272,1.092,64,0.000407,0.145,1.438
0.459,0.69,1.19,16,6.3e-05,0.081,1.7315
0.572,0.511,1.538,32,2.9e-05,0.025,1.3789
0.447,0.324,1.963,64,5.7e-05,0.226,1.5094
0.57,0.158,1.028,64,1.3e-05,0.141,3.7732
0.377,0.209,1.912,8,0.000115,0.253,1.0414
0.4,0.393,1.899,8,1.4e-05,0.13,4.0
0.588,0.397,1.857,16,0.000501,0.283,1.2978
0.421,0.561,1.378,8,0.000336,0.111,2.1745
0.115,0.536,1.491,16,0.000255,0.131,0.9104
0.462,0.221,1.404,64,0.000777,0.197,1.6075
0.553,0.457,1.948,64,0.0006,0.095,1.8899
0.498,0.112,1.521,32,1e-05,0.188,4.0
0.392,0.339,1.081,32,0.000362,0.004,2.2399
0.436,0.558,1.274,8,0.000148,0.073,1.9981
0.595,0.34,1.462,64,7.4e-05,0.07,1.8818
0.145,0.601,1.954,16,3.8e-05,0.033,4.0
0.434,0.686,1.569,8,2.5e-05,0.278,3.6312
0.242,0.464,1.696,32,0.000582,0.295,1.4923
0.42,0.187,1.089,4,5.3e-05,0.012,1.8076
0.404,0.328,1.877,16,7.9e-05,0.133,0.6994
0.177,0.106,1.539,4,0.000267,0.05,0.9419
0.203,0.462,1.921,8,0.000373,0.249,0.8923
0.411,0.593,1.445,8,0.000178,0.044,2.1336
0.164,0.478,1.683,4,6.9e-05,0.055,4.0
0.233,0.572,1.471,8,1.3e-05,0.22,4.0
0.518,0.58,1.143,8,0.000167,0.027,2.5375
0.264,0.611,1.272,64,0.000493,0.285,1.6529
0.344,0.26,1.067,16,1.2e-05,0.22,4.0
0.571,0.623,1.44,32,5.1e-05,0.293,1.1021
0.214,0.492,1.649,64,3.1e-05,0.134,4.0
0.295,0.274,1.244,8,0.00012,0.069,1.104
0.403,0.692,1.49,32,1.1e-05,0.281,4.0
0.478,0.67,1.459,8,0.000582,0.152,1.7812
0.551,0.445,1.533,16,0.000383,0.285,1.7501
0.558,0.606,1.185,8,1.6e-05,0.286,3.1299
0.488,0.257,1.534,4,0.000609,0.24,1.7546
0.214,0.35,1.364,4,0.000343,0.068,1.3611
0.112,0.21,1.286,4,0.000819,0.07,1.5139
0.292,0.412,1.586,4,3.3e-05,0.194,4.0
0.171,0.398,1.148,32,0.000513,0.143,1.4418
0.455,0.228,1.901,4,2e-05,0.125,4.0
0.431,0.504,1.935,8,0.000247,0.061,1.7154
0.122,0.171,1.661,64,1.4e-05,0.067,4.0
0.518,0.137,1.303,8,0.000268,0.109,2.0076
0.224,0.331,1.626,8,2e-05,0.189,4.0
0.316,0.346,1.602,8,0.000295,0.013,1.8308
0.434,0.292,1.391,8,7.6e-05,0.117,1.1973
0.315,0.255,1.287,64,1.9e-05,0.224,4.0
0.321,0.303,1.168,4,0.000139,0.126,1.2103
0.133,0.198,1.217,16,1.1e-05,0.179,4.0
0.301,0.342,1.653,32,3e-05,0.03,4.0
0.482,0.643,1.886,64,3.8e-05,0.282,1.4118
0.558,0.235,1.385,64,0.000964,0.042,2.213
0.307,0.511,1.122,64,0.000388,0.195,1.4864
0.312,0.185,1.013,32,4.2e-05,0.05,4.0
0.451,0.312,1.406,8,5.4e-05,0.295,1.545
0.571,0.293,1.233,32,7.5e-05,0.19,1.6061
0.234,0.662,1.323,64,0.000378,0.156,1.5202
0.32,0.357,1.242,8,0.00023,0.254,1.5905
0.498,0.514,1.664,64,0.000121,0.051,1.9926
0.405,0.461,1.639,16,7.8e-05,0.127,0.8418
0.155,0.185,1.912,4,3.2e-05,0.293,4.0
0.414,0.664,1.7,4,8.1e-05,0.152,1.1791
0.193,0.308,1.165,64,0.000357,0.189,1.1279
0.355,0.127,1.752,8,7.9e-05,0.02,0.9929
0.365,0.28,1.181,16,0.000112,0.022,1.428
0.538,0.301,1.559,16,4.8e-05,0.018,1.3008
0.331,0.156,1.077,8,9.4e-05,0.147,1.2271
0.24,0.472,1.047,8,0.000331,0.216,1.6035
0.215,0.308,1.464,16,0.000699,0.097,1.6105
0.537,0.477,1.105,4,9.8e-05,0.173,2.0883
0.186,0.104,1.307,4,2e-05,0.173,4.0
0.313,0.689,1.339,16,0.000354,0.048,2.2998
0.194,0.202,1.769,32,0.000329,0.225,0.9743
0.487,0.496,1.333,16,0.000225,0.164,1.9906
0.337,0.529,1.494,64,0.000147,0.036,1.6712
0.276,0.203,1.773,32,4.4e-05,0.284,4.0
0.281,0.167,1.205,8,0.000314,0.074,1.4975
0.526,0.192,1.805,16,0.000929,0.124,1.3293
0.377,0.248,1.832,16,8.7e-05,0.283,1.0204
0.459,0.201,1.989,32,2.1e-05,0.1,3.9562
0.549,0.504,1.444,16,2.8e-05,0.056,1.7397
0.551,0.352,1.371,64,3.3e-05,0.295,1.6298
0.264,0.423,1.702,4,0.000187,0.299,1.1444
0.576,0.128,1.058,16,0.000342,0.206,2.0187
0.112,0.617,1.04,4,5e-05,0.268,4.0
0.288,0.202,1.335,8,0.000291,0.3,2.0399
0.548,0.316,1.73,8,1.5e-05,0.044,3.6806
0.237,0.143,1.116,16,0.000623,0.253,2.1568
0.237,0.182,1.636,8,1.4e-05,0.014,4.0
0.251,0.499,1.27,16,0.000402,0.193,1.644
0.406,0.516,1.652,4,0.000263,0.187,1.7377
0.319,0.506,1.457,32,0.000195,0.146,1.0068
0.463,0.431,1.115,16,1.3e-05,0.173,4.0
0.547,0.672,1.247,32,0.000109,0.083,2.1216
0.437,0.404,1.22,4,1.8e-05,0.002,4.0
0.202,0.37,1.165,4,7.6e-05,0.056,3.5168
0.566,0.249,1.468,32,2.2e-05,0.28,1.7425
0.232,0.159,1.955,16,2e-05,0.081,4.0
0.175,0.429,1.658,32,0.000139,0.214,1.0071
0.145,0.289,1.836,16,3.7e-05,0.137,4.0
0.382,0.414,1.981,16,0.000348,0.294,1.6548
0.157,0.224,1.541,32,3.2e-05,0.294,4.0
0.169,0.603,1.238,4,4.7e-05,0.159,4.0
0.25,0.7,1.928,64,0.000153,0.103,1.5288
0.241,0.293,1.699,8,1e-05,0.121,4.0
0.402,0.605,1.959,64,0.000482,0.107,2.2783
0.508,0.624,1.651,4,1.5e-05,0.018,4.0
0.481,0.698,1.775,8,1.1e-05,0.015,4.0
0.231,0.306,1.891,32,0.000352,0.168,1.1331
0.223,0.554,1.759,64,0.000398,0.173,1.3725
0.583,0.237,1.563,16,0.000188,0.022,1.9424
0.104,0.475,1.472,4,0.00046,0.116,1.1271
0.54,0.523,1.823,4,0.000683,0.276,1.4582
0.2,0.545,1.772,4,2.8e-05,0.131,4.0
0.574,0.224,1.366,64,7.9e-05,0.107,1.7288
0.271,0.609,1.498,16,6.5e-05,0.022,2.9932
0.32,0.353,1.635,64,2.2e-05,0.248,4.0
0.454,0.23,1.028,16,3.4e-05,0.177,2.0462
0.394,0.426,1.248,8,6.6e-05,0.051,1.456
0.259,0.618,1.25,32,1.6e-05,0.125,4.0
0.377,0.68,1.883,4,0.000326,0.219,1.5106
0.465,0.549,1.331,16,0.000165,0.08,2.1381
0.121,0.103,1.545,64,0.000701,0.146,1.5333
0.106,0.181,1.832,64,1.2e-05,0.163,4.0
0.329,0.146,1.26,4,0.0002,0.214,1.6282
0.166,0.161,1.124,4,0.000372,0.172,1.4677
0.432,0.33,1.948,4,0.000105,0.137,0.8869
0.207,0.303,1.705,8,0.000854,0.052,1.6693
0.316,0.168,1.177,32,1.2e-05,0.093,4.0
0.199,0.629,1.82,16,0.000112,0.116,1.4652
0.374,0.469,1.787,4,4.2e-05,0.274,2.2923
0.158,0.578,1.838,16,0.000885,0.197,1.1678
0.112,0.323,1.276,64,0.00082,0.162,1.4515
0.126,0.346,1.449,32,1.6e-05,0.153,4.0
0.577,0.291,1.694,32,6.1e-05,0.197,1.1393
0.171,0.363,1.391,16,2.8e-05,0.069,4.0
0.454,0.466,1.07,64,0.000457,0.128,1.5835
0.134,0.396,1.136,64,0.000666,0.169,1.27
0.154,0.603,1.597,8,0.00059,0.11,1.6114
0.354,0.64,1.375,4,5.2e-05,0.016,2.7251
0.332,0.382,1.005,64,4e-05,0.129,3.3478
0.576,0.244,1.767,4,0.000225,0.042,1.7942
0.572,0.667,1.417,4,0.000728,0.235,1.7986
